num_0,num_1,num_2,num_3,num_4,num_5,target,category,city
0.3513850778045685,2.182376788701361,-3.838117836870603,-0.3882548840802835,0.8927235344485238,-0.868436078073813,1,C,Delhi
-1.80030098127978,0.16907512713317674,24.610934115083005,-1.884878473637655,2.4751511592509994,0.23696595593276015,0,A,Delhi
-0.6625670821781506,-0.9659037947232229,-20.249790697724908,,0.03406364053184774,-1.1473032333491888,0,C,Delhi
0.07132461429273618,1.5309826122540362,-1.5571002170150585,-0.22043939106176824,0.841333518021107,1.1067218511256383,0,C,Delhi
-0.2517107614451548,-1.705038260191508,-20.60334587898193,0.3200750447972187,-0.8234427625361007,-0.6629036498317287,0,A,Pune
-2.1395830605936634,,-39.87714647781318,,2.398059341191813,0.8937332510093148,0,A,Delhi
0.7186339112806609,0.17269660273819354,12.743778968068325,0.917592767087608,-0.9204246743680244,0.7631115656011689,1,C,Mumbai
-1.3270131105874856,0.40352402211457106,7.441327444388472,-0.4172789822359111,1.3576112660611592,0.3053559015849274,0,B,Mumbai
1.014997761597493,,12.148317254608092,1.544007243619538,-1.9712219689226693,-0.04609039510796609,1,C,Delhi
-1.1555515212141847,-0.4426182461055199,-0.4903547550180471,-0.8399940079208386,1.061477305833714,-0.6208072312428072,0,C,Delhi
-0.9823816646904551,0.6086074703082405,-16.114580793397305,0.3598791334115852,0.619756837852895,-1.2350400062860778,0,C,Mumbai
-0.7221539660305041,0.024767893106571126,3.4800942472320386,-0.939225029187915,1.2007258247510963,1.6203899737284642,1,C,Mumbai
-1.9862037617029689,1.3618400960214265,-8.152091382443027,0.016623024058392888,2.0605470259197434,1.6791914536880368,1,A,Pune
-2.5653783934917564,0.47336755063550906,9.396991376663795,-0.8306921549377697,2.5747240693615057,1.52616536983661,0,,Mumbai
-0.05560936575047226,,30.91234201703019,,-1.0770442108742895,-0.8818461496452176,0,B,Mumbai
-1.0397244562593817,,6.843581960509711,-0.9530443817253981,1.6117408642542481,1.2553581849200195,0,A,Delhi
-1.0015556521021158,1.1672124109968742,13.213009960411167,-0.9267300413393089,1.853731189929955,1.2202303704743376,0,B,Mumbai
-1.592498158205374,1.4093792065436208,-0.34228141095522324,-0.1485070665114916,1.8891817713832573,1.3217752485466125,0,B,Pune
-0.561066215904275,2.2463593818776255,-8.682237211777656,0.6699984190077564,1.0257569813914715,0.973719082497005,0,B,Mumbai
-1.0317290260954677,-0.9648479951279645,-11.456830499923237,-1.1180058267304251,0.9030355790985877,-0.8442649133549782,0,B,Delhi
-1.5770143302549957,0.4200022437009434,-3.615813754750024,-1.318850246730657,2.0329938979673914,-0.45782065951712847,0,A,Delhi
